      Year        North         East           Up   SigmaNorth    SigmaEast      SigmaUp
 2001.0685       -2.650       -2.639      -13.148        2.824        1.979        7.800
 2001.0712       -0.473       -2.504       -4.810        2.818        1.983        7.783
 2001.0740       -2.358       -3.111       -1.100        2.818        1.995        7.835
 2001.0767       -2.137       -5.344       -1.406        2.820        1.995        7.854
 2001.0795       -0.486       -2.754       -7.421        2.790        1.969        7.723
 2001.0822       -1.440       -2.708       -6.390        2.954        2.077        8.339
 2001.0849       -0.060       -0.253       -5.832        2.818        1.973        7.807
 2001.0877       -0.629       -2.494       -1.006        2.830        1.997        7.881
 2001.0904       -0.626       -1.361       -7.623        2.900        2.027        7.955
 2001.0932       -1.293       -3.495       -2.788        2.833        2.010        7.898
 2001.0959       -0.276       -2.165       -3.622        2.795        1.967        7.709
 2001.0986        1.243        0.210       -4.153        2.857        1.993        7.960
 2001.1014       -1.183       -2.998       -2.435        2.823        1.979        7.779
 2001.1041       -1.829       -3.351       -4.729        2.825        1.999        7.824
 2001.1068       -1.629       -3.592       -1.868        2.827        2.007        7.844
 2001.1096        0.101       -3.808        0.323        2.804        1.969        7.736
 2001.1123        0.167       -3.211       -4.697        2.824        2.022        7.923
 2001.1151        0.486       -3.136       -6.989        2.951        2.072        8.137
 2001.1178       -0.707       -2.692       -2.031        2.834        1.987        7.896
 2001.1205        0.891       -0.627        0.251        2.823        1.993        7.894
 2001.1233        2.661       -0.345       -5.582        2.832        1.989        7.826
 2001.1260        2.190       -2.041       -4.656        2.782        1.946        7.606
 2001.1288       -0.007       -0.675       -7.713        2.789        1.947        7.615
 2001.1315       -0.382       -0.650       -0.809        2.824        2.021        7.872
 2001.1342        0.760       -0.682       -5.266        2.805        1.978        7.740
 2001.1370        2.408       -1.708      -10.425        2.877        2.087        8.001
 2001.1397       -0.005        0.308       -5.955        2.826        2.022        7.914
 2001.1425        0.301        0.245       -0.678        2.794        1.962        7.727
 2001.1452        0.785       -2.730        0.042        2.856        2.031        8.003
 2001.1479       -0.525       -0.322        0.109        2.916        2.101        8.214
 2001.1507       -3.365        0.099       -7.882        2.875        2.080        8.007
 2001.1534       -2.240       -1.145       -5.878        2.826        2.040        7.905
 2001.1562       -2.967       -0.209      -14.492        2.906        2.066        8.239
 2001.1589       -2.269       -2.655       -5.851        2.854        2.019        8.037
 2001.1616       -1.790       -4.164        2.779        2.878        2.055        7.988
 2001.1644       -3.000       -1.544        7.162        2.980        2.125        8.318
 2001.1671       -0.441       -1.200        1.689        2.827        2.045        8.003
 2001.1699       -1.005       -0.480       -4.065        2.884        2.002        7.820
 2001.1726        1.346       -0.133       -2.367        2.899        2.076        8.166
 2001.1753       -0.134       -0.419       -8.693        2.779        1.992        7.744
 2001.1781       -1.297       -3.688       -7.775        2.783        1.978        7.765
 2001.1808       -4.143       -6.291       -2.689        2.831        1.989        7.821
 2001.1836       -0.403       -0.581       -6.459        2.940        2.028        7.910
 2001.1863       -0.398       -2.941       -6.318        2.859        2.050        8.022
 2001.1890       -0.546       -1.759       -4.298        2.798        2.017        7.841
 2001.1918       -1.626       -1.774       -2.486        2.812        2.033        7.990
 2001.1945       -0.233       -4.030        2.149        2.813        1.981        7.854
 2001.1973       -0.726       -0.978       -7.573        2.767        1.963        7.670
 2001.2000       -0.232       -1.826       -6.181        2.776        1.963        7.719
 2001.2027       -1.543       -1.294        0.878        2.792        2.027        7.875
 2001.2055        0.150       -1.149       -2.420        2.788        2.044        7.902
 2001.2082        0.146        0.265       -4.687        2.800        1.991        7.855
 2001.2110       -0.174       -1.901      -11.151        2.814        2.008        7.886
 2001.2137       -0.279        0.489       -3.845        2.896        2.042        8.253
 2001.2164        0.526       -0.945      -10.240        2.786        1.970        7.692
 2001.2192       -0.809       -3.045       -7.665        2.789        1.976        7.727
 2001.2219       -1.075       -1.259       -7.753        2.797        1.991        7.814
 2001.2247       -0.316       -0.651       -1.805        2.819        1.986        7.805
 2001.2274        0.059        0.202       -3.859        2.835        1.991        7.873
 2001.2301       -3.320        0.594       -1.626        2.860        2.030        7.888
 2001.2329       -1.785       -1.835       -2.377        2.990        2.051        8.157
 2001.2356       -0.810       -2.186        0.075        2.969        2.054        8.181
 2001.2384        1.193        1.716       -1.239        2.805        1.995        7.870
 2001.2411       -0.241        0.684       -1.735        2.816        1.985        7.841
 2001.2438       -3.105       -2.500        0.283        3.275        2.376        9.295
